Screenshot #,Filename,Relative Path,Module,Component,State,Timestamp,Size (KB),Analysis Notes,Spec Compliance,Visual Integrity,Functionality
444,prod_j3_new_order_form_20251229_014852.png,prod_j3_new_order_form_20251229_014852.png,General,"Form, Order",Captured State,2025-12-29 01:48:52,88.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
445,prod_j3_new_order_form_20251229_015143.png,prod_j3_new_order_form_20251229_015143.png,General,"Form, Order",Captured State,2025-12-29 01:51:43,88.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
446,prod_j3_new_order_form_20251229_015352.png,prod_j3_new_order_form_20251229_015352.png,General,"Form, Order",Captured State,2025-12-29 01:53:52,88.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
447,prod_j3_optical_shop_20251229_001408.png,prod_j3_optical_shop_20251229_001408.png,Optical Shop,Optical,Captured State,2025-12-29 00:14:08,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
448,prod_j3_optical_shop_20251229_001811.png,prod_j3_optical_shop_20251229_001811.png,Optical Shop,Optical,Captured State,2025-12-29 00:18:11,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
449,prod_j3_optical_shop_20251229_002215.png,prod_j3_optical_shop_20251229_002215.png,Optical Shop,Optical,Captured State,2025-12-29 00:22:15,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
450,prod_j3_optical_shop_20251229_002524.png,prod_j3_optical_shop_20251229_002524.png,Optical Shop,Optical,Captured State,2025-12-29 00:25:24,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
451,prod_j3_optical_shop_20251229_002840.png,prod_j3_optical_shop_20251229_002840.png,Optical Shop,Optical,Captured State,2025-12-29 00:28:40,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
452,prod_j3_optical_shop_20251229_003217.png,prod_j3_optical_shop_20251229_003217.png,Optical Shop,Optical,Captured State,2025-12-29 00:32:18,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
453,prod_j3_optical_shop_20251229_003634.png,prod_j3_optical_shop_20251229_003634.png,Optical Shop,Optical,Captured State,2025-12-29 00:36:35,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
454,prod_j3_optical_shop_20251229_003950.png,prod_j3_optical_shop_20251229_003950.png,Optical Shop,Optical,Captured State,2025-12-29 00:39:50,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
455,prod_j3_optical_shop_20251229_004225.png,prod_j3_optical_shop_20251229_004225.png,Optical Shop,Optical,Captured State,2025-12-29 00:42:25,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
456,prod_j3_optical_shop_20251229_014100.png,prod_j3_optical_shop_20251229_014100.png,Optical Shop,Optical,Captured State,2025-12-29 01:41:00,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
457,prod_j3_optical_shop_20251229_014428.png,prod_j3_optical_shop_20251229_014428.png,Optical Shop,Optical,Captured State,2025-12-29 01:44:28,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
458,prod_j3_optical_shop_20251229_014854.png,prod_j3_optical_shop_20251229_014854.png,Optical Shop,Optical,Captured State,2025-12-29 01:48:54,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
459,prod_j3_optical_shop_20251229_015145.png,prod_j3_optical_shop_20251229_015145.png,Optical Shop,Optical,Captured State,2025-12-29 01:51:45,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
460,prod_j3_optical_shop_20251229_015354.png,prod_j3_optical_shop_20251229_015354.png,Optical Shop,Optical,Captured State,2025-12-29 01:53:54,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
461,prod_j3_order_tracking_20251229_001412.png,prod_j3_order_tracking_20251229_001412.png,General,Order,Captured State,2025-12-29 00:14:12,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
462,prod_j3_order_tracking_20251229_001815.png,prod_j3_order_tracking_20251229_001815.png,General,Order,Captured State,2025-12-29 00:18:15,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
463,prod_j3_order_tracking_20251229_002218.png,prod_j3_order_tracking_20251229_002218.png,General,Order,Captured State,2025-12-29 00:22:18,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
464,prod_j3_order_tracking_20251229_002527.png,prod_j3_order_tracking_20251229_002527.png,General,Order,Captured State,2025-12-29 00:25:28,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
465,prod_j3_order_tracking_20251229_002843.png,prod_j3_order_tracking_20251229_002843.png,General,Order,Captured State,2025-12-29 00:28:43,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
466,prod_j3_order_tracking_20251229_003221.png,prod_j3_order_tracking_20251229_003221.png,General,Order,Captured State,2025-12-29 00:32:21,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
467,prod_j3_order_tracking_20251229_003637.png,prod_j3_order_tracking_20251229_003637.png,General,Order,Captured State,2025-12-29 00:36:37,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
468,prod_j3_order_tracking_20251229_003953.png,prod_j3_order_tracking_20251229_003953.png,General,Order,Captured State,2025-12-29 00:39:53,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
469,prod_j3_order_tracking_20251229_004228.png,prod_j3_order_tracking_20251229_004228.png,General,Order,Captured State,2025-12-29 00:42:28,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
470,prod_j3_order_tracking_20251229_014103.png,prod_j3_order_tracking_20251229_014103.png,General,Order,Captured State,2025-12-29 01:41:03,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
471,prod_j3_order_tracking_20251229_014432.png,prod_j3_order_tracking_20251229_014432.png,General,Order,Captured State,2025-12-29 01:44:32,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
472,prod_j3_order_tracking_20251229_014858.png,prod_j3_order_tracking_20251229_014858.png,General,Order,Captured State,2025-12-29 01:48:58,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
473,prod_j3_order_tracking_20251229_015148.png,prod_j3_order_tracking_20251229_015148.png,General,Order,Captured State,2025-12-29 01:51:49,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
474,prod_j3_order_tracking_20251229_015358.png,prod_j3_order_tracking_20251229_015358.png,General,Order,Captured State,2025-12-29 01:53:58,151.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
475,prod_j4_surgery_dashboard_20251229_001414.png,prod_j4_surgery_dashboard_20251229_001414.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:14:14,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
476,prod_j4_surgery_dashboard_20251229_001817.png,prod_j4_surgery_dashboard_20251229_001817.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:18:17,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
477,prod_j4_surgery_dashboard_20251229_002221.png,prod_j4_surgery_dashboard_20251229_002221.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:22:21,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
478,prod_j4_surgery_dashboard_20251229_002530.png,prod_j4_surgery_dashboard_20251229_002530.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:25:30,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
479,prod_j4_surgery_dashboard_20251229_002845.png,prod_j4_surgery_dashboard_20251229_002845.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:28:46,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
480,prod_j4_surgery_dashboard_20251229_003223.png,prod_j4_surgery_dashboard_20251229_003223.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:32:23,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
481,prod_j4_surgery_dashboard_20251229_003640.png,prod_j4_surgery_dashboard_20251229_003640.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:36:40,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
482,prod_j4_surgery_dashboard_20251229_003955.png,prod_j4_surgery_dashboard_20251229_003955.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:39:56,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
483,prod_j4_surgery_dashboard_20251229_004231.png,prod_j4_surgery_dashboard_20251229_004231.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 00:42:31,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
484,prod_j4_surgery_dashboard_20251229_014106.png,prod_j4_surgery_dashboard_20251229_014106.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 01:41:06,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
485,prod_j4_surgery_dashboard_20251229_014434.png,prod_j4_surgery_dashboard_20251229_014434.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 01:44:34,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
486,prod_j4_surgery_dashboard_20251229_014900.png,prod_j4_surgery_dashboard_20251229_014900.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 01:49:00,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
487,prod_j4_surgery_dashboard_20251229_015151.png,prod_j4_surgery_dashboard_20251229_015151.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 01:51:51,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
488,prod_j4_surgery_dashboard_20251229_015400.png,prod_j4_surgery_dashboard_20251229_015400.png,Dashboard,"Dashboard, Surgery",Captured State,2025-12-29 01:54:00,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
489,prod_j4_surgery_today_20251229_001415.png,prod_j4_surgery_today_20251229_001415.png,Surgery,Surgery,Captured State,2025-12-29 00:14:15,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
490,prod_j4_surgery_today_20251229_001818.png,prod_j4_surgery_today_20251229_001818.png,Surgery,Surgery,Captured State,2025-12-29 00:18:18,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
491,prod_j4_surgery_today_20251229_002222.png,prod_j4_surgery_today_20251229_002222.png,Surgery,Surgery,Captured State,2025-12-29 00:22:22,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
492,prod_j4_surgery_today_20251229_002531.png,prod_j4_surgery_today_20251229_002531.png,Surgery,Surgery,Captured State,2025-12-29 00:25:31,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
493,prod_j4_surgery_today_20251229_002847.png,prod_j4_surgery_today_20251229_002847.png,Surgery,Surgery,Captured State,2025-12-29 00:28:47,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
494,prod_j4_surgery_today_20251229_003224.png,prod_j4_surgery_today_20251229_003224.png,Surgery,Surgery,Captured State,2025-12-29 00:32:25,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
495,prod_j4_surgery_today_20251229_003641.png,prod_j4_surgery_today_20251229_003641.png,Surgery,Surgery,Captured State,2025-12-29 00:36:41,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
496,prod_j4_surgery_today_20251229_003957.png,prod_j4_surgery_today_20251229_003957.png,Surgery,Surgery,Captured State,2025-12-29 00:39:57,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
497,prod_j4_surgery_today_20251229_004232.png,prod_j4_surgery_today_20251229_004232.png,Surgery,Surgery,Captured State,2025-12-29 00:42:32,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
498,prod_j4_surgery_today_20251229_014107.png,prod_j4_surgery_today_20251229_014107.png,Surgery,Surgery,Captured State,2025-12-29 01:41:07,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
499,prod_j4_surgery_today_20251229_014435.png,prod_j4_surgery_today_20251229_014435.png,Surgery,Surgery,Captured State,2025-12-29 01:44:35,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
500,prod_j4_surgery_today_20251229_014901.png,prod_j4_surgery_today_20251229_014901.png,Surgery,Surgery,Captured State,2025-12-29 01:49:02,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
501,prod_j4_surgery_today_20251229_015152.png,prod_j4_surgery_today_20251229_015152.png,Surgery,Surgery,Captured State,2025-12-29 01:51:52,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
502,prod_j4_surgery_today_20251229_015401.png,prod_j4_surgery_today_20251229_015401.png,Surgery,Surgery,Captured State,2025-12-29 01:54:01,170.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
503,prod_j5_approvals_list_20251229_001421.png,prod_j5_approvals_list_20251229_001421.png,General,List View,Captured State,2025-12-29 00:14:21,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
504,prod_j5_approvals_list_20251229_001824.png,prod_j5_approvals_list_20251229_001824.png,General,List View,Captured State,2025-12-29 00:18:24,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
505,prod_j5_approvals_list_20251229_002228.png,prod_j5_approvals_list_20251229_002228.png,General,List View,Captured State,2025-12-29 00:22:28,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
506,prod_j5_approvals_list_20251229_002537.png,prod_j5_approvals_list_20251229_002537.png,General,List View,Captured State,2025-12-29 00:25:37,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
507,prod_j5_approvals_list_20251229_002852.png,prod_j5_approvals_list_20251229_002852.png,General,List View,Captured State,2025-12-29 00:28:52,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
508,prod_j5_approvals_list_20251229_003230.png,prod_j5_approvals_list_20251229_003230.png,General,List View,Captured State,2025-12-29 00:32:30,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
509,prod_j5_approvals_list_20251229_003647.png,prod_j5_approvals_list_20251229_003647.png,General,List View,Captured State,2025-12-29 00:36:47,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
510,prod_j5_approvals_list_20251229_004002.png,prod_j5_approvals_list_20251229_004002.png,General,List View,Captured State,2025-12-29 00:40:02,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
511,prod_j5_approvals_list_20251229_004237.png,prod_j5_approvals_list_20251229_004237.png,General,List View,Captured State,2025-12-29 00:42:38,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
512,prod_j5_approvals_list_20251229_014113.png,prod_j5_approvals_list_20251229_014113.png,General,List View,Captured State,2025-12-29 01:41:13,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
513,prod_j5_approvals_list_20251229_014441.png,prod_j5_approvals_list_20251229_014441.png,General,List View,Captured State,2025-12-29 01:44:41,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
514,prod_j5_approvals_list_20251229_014907.png,prod_j5_approvals_list_20251229_014907.png,General,List View,Captured State,2025-12-29 01:49:07,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
515,prod_j5_approvals_list_20251229_015158.png,prod_j5_approvals_list_20251229_015158.png,General,List View,Captured State,2025-12-29 01:51:58,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
516,prod_j5_approvals_list_20251229_015407.png,prod_j5_approvals_list_20251229_015407.png,General,List View,Captured State,2025-12-29 01:54:07,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
517,prod_j5_approvals_tabs_20251229_001421.png,prod_j5_approvals_tabs_20251229_001421.png,General,UI Component,Captured State,2025-12-29 00:14:21,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
518,prod_j5_approvals_tabs_20251229_001824.png,prod_j5_approvals_tabs_20251229_001824.png,General,UI Component,Captured State,2025-12-29 00:18:24,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
519,prod_j5_approvals_tabs_20251229_002228.png,prod_j5_approvals_tabs_20251229_002228.png,General,UI Component,Captured State,2025-12-29 00:22:28,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
520,prod_j5_approvals_tabs_20251229_002537.png,prod_j5_approvals_tabs_20251229_002537.png,General,UI Component,Captured State,2025-12-29 00:25:37,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
521,prod_j5_approvals_tabs_20251229_002852.png,prod_j5_approvals_tabs_20251229_002852.png,General,UI Component,Captured State,2025-12-29 00:28:52,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
522,prod_j5_approvals_tabs_20251229_003230.png,prod_j5_approvals_tabs_20251229_003230.png,General,UI Component,Captured State,2025-12-29 00:32:30,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
523,prod_j5_approvals_tabs_20251229_003647.png,prod_j5_approvals_tabs_20251229_003647.png,General,UI Component,Captured State,2025-12-29 00:36:47,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
524,prod_j5_approvals_tabs_20251229_004002.png,prod_j5_approvals_tabs_20251229_004002.png,General,UI Component,Captured State,2025-12-29 00:40:02,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
525,prod_j5_approvals_tabs_20251229_004238.png,prod_j5_approvals_tabs_20251229_004238.png,General,UI Component,Captured State,2025-12-29 00:42:38,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
526,prod_j5_approvals_tabs_20251229_014113.png,prod_j5_approvals_tabs_20251229_014113.png,General,UI Component,Captured State,2025-12-29 01:41:13,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
527,prod_j5_approvals_tabs_20251229_014441.png,prod_j5_approvals_tabs_20251229_014441.png,General,UI Component,Captured State,2025-12-29 01:44:41,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
528,prod_j5_approvals_tabs_20251229_014907.png,prod_j5_approvals_tabs_20251229_014907.png,General,UI Component,Captured State,2025-12-29 01:49:07,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
529,prod_j5_approvals_tabs_20251229_015158.png,prod_j5_approvals_tabs_20251229_015158.png,General,UI Component,Captured State,2025-12-29 01:51:58,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
530,prod_j5_approvals_tabs_20251229_015407.png,prod_j5_approvals_tabs_20251229_015407.png,General,UI Component,Captured State,2025-12-29 01:54:07,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
531,prod_j5_companies_list_20251229_001418.png,prod_j5_companies_list_20251229_001418.png,Companies/Conventions,List View,Captured State,2025-12-29 00:14:18,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
532,prod_j5_companies_list_20251229_001821.png,prod_j5_companies_list_20251229_001821.png,Companies/Conventions,List View,Captured State,2025-12-29 00:18:21,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
533,prod_j5_companies_list_20251229_002225.png,prod_j5_companies_list_20251229_002225.png,Companies/Conventions,List View,Captured State,2025-12-29 00:22:25,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
534,prod_j5_companies_list_20251229_002534.png,prod_j5_companies_list_20251229_002534.png,Companies/Conventions,List View,Captured State,2025-12-29 00:25:34,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
535,prod_j5_companies_list_20251229_002849.png,prod_j5_companies_list_20251229_002849.png,Companies/Conventions,List View,Captured State,2025-12-29 00:28:50,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
536,prod_j5_companies_list_20251229_003227.png,prod_j5_companies_list_20251229_003227.png,Companies/Conventions,List View,Captured State,2025-12-29 00:32:28,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
537,prod_j5_companies_list_20251229_003644.png,prod_j5_companies_list_20251229_003644.png,Companies/Conventions,List View,Captured State,2025-12-29 00:36:44,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
538,prod_j5_companies_list_20251229_003959.png,prod_j5_companies_list_20251229_003959.png,Companies/Conventions,List View,Captured State,2025-12-29 00:40:00,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
539,prod_j5_companies_list_20251229_004235.png,prod_j5_companies_list_20251229_004235.png,Companies/Conventions,List View,Captured State,2025-12-29 00:42:35,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
540,prod_j5_companies_list_20251229_014110.png,prod_j5_companies_list_20251229_014110.png,Companies/Conventions,List View,Captured State,2025-12-29 01:41:10,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
541,prod_j5_companies_list_20251229_014438.png,prod_j5_companies_list_20251229_014438.png,Companies/Conventions,List View,Captured State,2025-12-29 01:44:38,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
542,prod_j5_companies_list_20251229_014904.png,prod_j5_companies_list_20251229_014904.png,Companies/Conventions,List View,Captured State,2025-12-29 01:49:05,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
543,prod_j5_companies_list_20251229_015155.png,prod_j5_companies_list_20251229_015155.png,Companies/Conventions,List View,Captured State,2025-12-29 01:51:55,1346.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
544,prod_j5_companies_list_20251229_015404.png,prod_j5_companies_list_20251229_015404.png,Companies/Conventions,List View,Captured State,2025-12-29 01:54:04,1346.3,404 error handling test,COMPLIANT,PASSED,VERIFIED
545,prod_laboratory_main_20251229_001431.png,prod_laboratory_main_20251229_001431.png,Laboratory,Laboratory,Captured State,2025-12-29 00:14:31,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
546,prod_laboratory_main_20251229_001834.png,prod_laboratory_main_20251229_001834.png,Laboratory,Laboratory,Captured State,2025-12-29 00:18:34,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
547,prod_laboratory_main_20251229_002237.png,prod_laboratory_main_20251229_002237.png,Laboratory,Laboratory,Captured State,2025-12-29 00:22:38,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
548,prod_laboratory_main_20251229_002547.png,prod_laboratory_main_20251229_002547.png,Laboratory,Laboratory,Captured State,2025-12-29 00:25:47,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
549,prod_laboratory_main_20251229_002902.png,prod_laboratory_main_20251229_002902.png,Laboratory,Laboratory,Captured State,2025-12-29 00:29:02,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
550,prod_laboratory_main_20251229_003240.png,prod_laboratory_main_20251229_003240.png,Laboratory,Laboratory,Captured State,2025-12-29 00:32:40,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
551,prod_laboratory_main_20251229_003657.png,prod_laboratory_main_20251229_003657.png,Laboratory,Laboratory,Captured State,2025-12-29 00:36:57,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
552,prod_laboratory_main_20251229_004012.png,prod_laboratory_main_20251229_004012.png,Laboratory,Laboratory,Captured State,2025-12-29 00:40:12,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
553,prod_laboratory_main_20251229_004247.png,prod_laboratory_main_20251229_004247.png,Laboratory,Laboratory,Captured State,2025-12-29 00:42:47,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
554,prod_laboratory_main_20251229_014123.png,prod_laboratory_main_20251229_014123.png,Laboratory,Laboratory,Captured State,2025-12-29 01:41:23,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
555,prod_laboratory_main_20251229_014451.png,prod_laboratory_main_20251229_014451.png,Laboratory,Laboratory,Captured State,2025-12-29 01:44:51,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
556,prod_laboratory_main_20251229_014917.png,prod_laboratory_main_20251229_014917.png,Laboratory,Laboratory,Captured State,2025-12-29 01:49:17,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
557,prod_laboratory_main_20251229_015208.png,prod_laboratory_main_20251229_015208.png,Laboratory,Laboratory,Captured State,2025-12-29 01:52:08,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
558,prod_laboratory_main_20251229_015417.png,prod_laboratory_main_20251229_015417.png,Laboratory,Laboratory,Captured State,2025-12-29 01:54:17,299.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
559,prod_laboratory_tabs_20251229_001432.png,prod_laboratory_tabs_20251229_001432.png,Laboratory,Laboratory,Captured State,2025-12-29 00:14:32,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
560,prod_laboratory_tabs_20251229_001835.png,prod_laboratory_tabs_20251229_001835.png,Laboratory,Laboratory,Captured State,2025-12-29 00:18:35,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
561,prod_laboratory_tabs_20251229_002238.png,prod_laboratory_tabs_20251229_002238.png,Laboratory,Laboratory,Captured State,2025-12-29 00:22:38,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
562,prod_laboratory_tabs_20251229_002547.png,prod_laboratory_tabs_20251229_002547.png,Laboratory,Laboratory,Captured State,2025-12-29 00:25:48,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
563,prod_laboratory_tabs_20251229_002903.png,prod_laboratory_tabs_20251229_002903.png,Laboratory,Laboratory,Captured State,2025-12-29 00:29:03,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
564,prod_laboratory_tabs_20251229_003241.png,prod_laboratory_tabs_20251229_003241.png,Laboratory,Laboratory,Captured State,2025-12-29 00:32:41,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
565,prod_laboratory_tabs_20251229_003657.png,prod_laboratory_tabs_20251229_003657.png,Laboratory,Laboratory,Captured State,2025-12-29 00:36:57,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
566,prod_laboratory_tabs_20251229_004013.png,prod_laboratory_tabs_20251229_004013.png,Laboratory,Laboratory,Captured State,2025-12-29 00:40:13,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
567,prod_laboratory_tabs_20251229_004248.png,prod_laboratory_tabs_20251229_004248.png,Laboratory,Laboratory,Captured State,2025-12-29 00:42:48,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
568,prod_laboratory_tabs_20251229_014123.png,prod_laboratory_tabs_20251229_014123.png,Laboratory,Laboratory,Captured State,2025-12-29 01:41:24,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
569,prod_laboratory_tabs_20251229_014452.png,prod_laboratory_tabs_20251229_014452.png,Laboratory,Laboratory,Captured State,2025-12-29 01:44:52,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
570,prod_laboratory_tabs_20251229_014918.png,prod_laboratory_tabs_20251229_014918.png,Laboratory,Laboratory,Captured State,2025-12-29 01:49:18,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
571,prod_laboratory_tabs_20251229_015209.png,prod_laboratory_tabs_20251229_015209.png,Laboratory,Laboratory,Captured State,2025-12-29 01:52:09,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
572,prod_laboratory_tabs_20251229_015418.png,prod_laboratory_tabs_20251229_015418.png,Laboratory,Laboratory,Captured State,2025-12-29 01:54:18,287.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
